pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1766 b,Kepler-1766,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,105.0129,0.0019,-0.0019,0.0,0.43,,,0.0,1.88,0.33,-0.33,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,404.0,,,0.0,0.0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5853.0,53.0,-53.0,0.0,1.05,0.12,-0.12,0.0,0.96,0.04,-0.04,0.0,,,,0.0,,4.38,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.229,4.946,-4.852,12.96,0.069,-0.069,11.475,0.017,-0.017,12.8705,0.000233,-0.000233,2013-10-28,2014-01-08,2013-10-28
Kepler-1766 b,Kepler-1766,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,105.0141157,0.0006782,-0.0006782,0.0,0.4237,,,0.0,1.89,0.32,-0.24,0.0,,,,,,,,,,,,,,0.0,,,0.0,6.7,3.15,-1.96,0.0,410.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5855.0,111.0,-114.0,0.0,1.07,0.18,-0.13,0.0,0.92,0.07,-0.06,0.0,-0.2,0.14,-0.14,0.0,[Fe/H],4.34,0.12,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.229,4.946,-4.852,12.96,0.069,-0.069,11.475,0.017,-0.017,12.8705,0.000233,-0.000233,2015-08-25,2015-09-24,2015-08-25
Kepler-1766 b,Kepler-1766,0,1,1,Transit,2021,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,105.0141157,0.0006782,-0.0006782,0.0,0.4237,,,0.0,1.89,0.32,-0.24,0.0,,,,,,,,,,,,,,0.0,,,0.0,6.7,3.15,-1.96,0.0,410.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5855.0,111.0,-114.0,0.0,1.07,0.18,-0.13,0.0,0.92,0.07,-0.06,0.0,-0.2,0.14,-0.14,0.0,[Fe/H],4.34,0.12,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.229,4.946,-4.852,12.96,0.069,-0.069,11.475,0.017,-0.017,12.8705,0.000233,-0.000233,2014-11-18,2014-12-04,2014-11-18
Kepler-309 c,Kepler-309,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DRESSING___CHARBONNEAU_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...807...45D/abstract target=ref>Dressing & Charbonneau 2015</a>,105.35789935,0.000536,-0.000505,0.0,,,,,1.9,0.3,-0.28,0.0,0.17,0.027,-0.025,0.0,,,,,,,,,,,,,,0.4,0.15,-0.12,0.0,,,,,1.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4714.0,25.0,-25.0,0.0,0.77,,,0.0,0.75,,,0.0,0.26,0.1,-0.1,0.0,[M/H],4.54,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m02.37s,297.5098911,+46d57m41.08s,46.9614121,544.568,5.874,-5.874,15.418,0.114,-0.114,12.852,0.028,-0.028,15.1261,0.000303,-0.000303,2015-11-18,2015-07,2015-11-19
Kepler-430 c,Kepler-430,0,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,110.97378,0.002921,-0.002921,0.0,,,,,1.45,0.24,-0.21,0.0,0.129,0.021,-0.019,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5917.0,84.13,-70.55,0.0,1.21,0.19,-0.15,0.0,1.08,0.05,-0.04,0.0,0.09,0.082,-0.083,0.0,[Fe/H],4.3,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2016-05-06,2016-05,2016-05-10
Kepler-430 c,Kepler-430,0,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,110.97378,0.002921,-0.002921,0.0,0.4573,,,0.0,1.48,0.27,-0.21,0.0,,,,,,,,,,,,,,0.0,,,0.0,7.58,3.79,-2.45,0.0,423.0,,,0.0,0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5831.0,104.0,-127.0,0.0,1.24,0.23,-0.17,0.0,1.03,0.09,-0.07,0.0,0.1,0.12,-0.14,0.0,[Fe/H],4.27,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2014-11-21,2014-12-18,2014-11-21
Kepler-430 c,Kepler-430,0,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,110.978266,0.003333,-0.003333,0.0,0.4808,,,0.0,1.86,0.31,-0.38,0.0,,,,,,,,,,,,,,0.0,,,0.0,10.84,4.75,-4.34,0.0,463.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5883.0,79.0,-79.0,0.0,1.53,0.26,-0.31,0.0,1.21,0.09,-0.14,0.0,0.2,0.15,-0.15,0.0,[Fe/H],4.15,0.18,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-430 c,Kepler-430,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,110.979,,,0.0,0.4757,,,0.0,1.75,,,0.0,0.16,,,0.0,,,,,,,,,,,,,,,,,,458.0,,,0.0,0.0,<a refstr=EVERETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149...55E/abstract target=ref>Everett et al. 2015</a>,,5884.0,75.0,-75.0,0.0,1.49,0.27,-0.23,0.0,1.17,0.13,-0.1,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.15,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2014-11-19,2015-02,2014-11-19
Kepler-430 c,Kepler-430,0,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,110.97378,0.002921,-0.002921,0.0,0.4573,,,0.0,1.48,0.27,-0.21,0.0,,,,,,,,,,,,,,0.0,,,0.0,7.58,3.79,-2.45,0.0,423.0,,,0.0,0.0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5831.0,104.0,-127.0,0.0,1.24,0.23,-0.17,0.0,1.03,0.09,-0.07,0.0,0.1,0.12,-0.14,0.0,[Fe/H],4.27,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2014-11-18,2014-12-04,2014-11-18
Kepler-430 c,Kepler-430,0,1,2,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,110.97378,0.002921,-0.002921,0.0,0.4573,,,0.0,1.48,0.27,-0.21,0.0,,,,,,,,,,,,,,0.0,,,0.0,7.58,3.79,-2.45,0.0,423.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5831.0,104.0,-127.0,0.0,1.24,0.23,-0.17,0.0,1.03,0.09,-0.07,0.0,0.1,0.12,-0.14,0.0,[Fe/H],4.27,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m14.06s,292.8085984,+49d34m45.93s,49.5794242,917.477,16.2275,-16.2275,13.908,0.16,-0.16,12.391,0.03,-0.03,13.8135,0.000268,-0.000268,2015-08-25,2015-09-24,2015-08-25
Kepler-442 b,Kepler-442,0,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,112.306839,0.002432,-0.002432,0.0,,,,,1.59,0.11,-0.1,0.0,0.142,0.01,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4501.0,41.33,-32.23,0.0,0.66,0.02,-0.02,0.0,0.7,0.03,-0.03,0.0,-0.09,0.106,-0.096,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m27.98s,285.3666029,+39d16m48.25s,39.2800704,365.965,2.763,-2.724,15.322,0.057,-0.057,12.488,0.022,-0.022,14.9304,0.000287,-0.000287,2016-05-06,2016-05,2016-05-10
Kepler-452 b,Kepler-452,1,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.145,0.021,-0.018,0.0,,,,,,,,,,,,,,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,0.0,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],4.32,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-07-21,2015-08,2015-07-23
Kepler-452 b,Kepler-452,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,384.847556,0.007105,-0.007105,0.0,0.994,,,0.0,1.09,0.2,-0.1,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.56,0.32,-0.15,0.0,220.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5579.0,150.0,-150.0,0.0,0.8,0.15,-0.07,0.0,0.89,0.08,-0.11,0.0,-0.22,0.3,-0.3,0.0,[Fe/H],4.58,0.03,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-452 b,Kepler-452,0,1,1,Transit,2015,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,384.843022,0.009989,-0.009989,0.0,0.9892,,,0.0,1.13,0.35,-0.09,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.56,0.51,-0.13,0.0,220.0,,,0.0,0.0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5578.0,153.0,-137.0,0.0,0.79,0.25,-0.06,0.0,0.87,0.09,-0.09,0.0,-0.24,0.32,-0.28,0.0,[Fe/H],4.58,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-08-25,2015-09-24,2015-08-25
Kepler-452 b,Kepler-452,0,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,384.843022,0.009989,-0.009989,0.0,,,,,1.5,0.32,-0.22,0.0,0.134,0.029,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5892.0,251.63,-204.17,0.0,1.06,0.22,-0.14,0.0,1.03,0.11,-0.08,0.0,0.0,0.143,-0.164,0.0,[Fe/H],4.4,0.09,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2016-05-06,2016-05,2016-05-10
Kepler-62 e,Kepler-62,0,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,122.3863812,0.0004967,-0.0004967,0.0,,,,,1.75,0.08,-0.06,0.0,0.156,0.007,-0.005,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4967.0,43.17,-39.95,0.0,0.67,0.02,-0.02,0.0,0.72,0.03,-0.03,0.0,-0.36,0.088,-0.093,0.0,[Fe/H],4.65,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2016-05-06,2016-05,2016-05-10
Kepler-62 e,Kepler-62,0,1,5,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,122.3858681,0.0005022,-0.0005022,0.0,0.4324,,,0.0,1.72,0.1,-0.07,0.0,,,,,,,,,,,,,,0.0,,,0.0,1.24,0.27,-0.19,0.0,269.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4926.0,98.0,-98.0,0.0,0.66,0.04,-0.03,0.0,0.73,0.03,-0.06,0.0,-0.36,0.15,-0.15,0.0,[Fe/H],4.65,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 f,Kepler-62,0,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,267.283301,0.004543,-0.004543,0.0,,,,,1.46,0.08,-0.07,0.0,0.13,0.007,-0.006,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4967.0,43.17,-39.95,0.0,0.67,0.02,-0.02,0.0,0.72,0.03,-0.03,0.0,-0.36,0.088,-0.093,0.0,[Fe/H],4.65,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2016-05-06,2016-05,2016-05-10
Kepler-62 f,Kepler-62,0,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,267.29,,,0.0,,,,,1.461,0.07,-0.07,0.0,0.13,0.006,-0.006,0.0,,,,,,,,,,,,,,0.47,0.03,-0.03,0.0,,,,,0.0,<a refstr=BORUCKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190505719B/abstract target=ref>Borucki et al. 2019</a>,,5062.0,71.0,-71.0,0.0,0.66,0.02,-0.02,0.0,0.76,0.01,-0.01,0.0,,,,,,4.68,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2019-06-24,2019-05,2019-06-27
Kepler-62 f,Kepler-62,0,1,5,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,267.282521,0.00481,-0.00481,0.0,0.7279,,,0.0,1.43,0.08,-0.06,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.44,0.09,-0.07,0.0,207.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4926.0,98.0,-98.0,0.0,0.66,0.04,-0.03,0.0,0.73,0.03,-0.06,0.0,-0.36,0.15,-0.15,0.0,[Fe/H],4.65,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-69 c,Kepler-69,0,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,242.46712,0.003115,-0.003115,0.0,,,,,1.76,0.39,-0.16,0.0,0.157,0.035,-0.014,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5745.0,74.95,-62.9,0.0,0.95,0.1,-0.07,0.0,0.94,0.05,-0.05,0.0,-0.14,0.126,-0.135,0.0,[Fe/H],4.45,0.07,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.866,0.092,-0.092,12.234,0.026,-0.026,13.712,0.000192,-0.000192,2016-05-06,2016-05,2016-05-10
Kepler-69 c,Kepler-69,0,1,2,Transit,2013,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,242.467406,0.0026,-0.0026,0.0,0.7106,,,0.0,1.73,0.21,-0.22,0.0,,,,,,,,,,,,,,0.0,,,0.0,1.59,0.59,-0.45,0.0,286.0,,,0.0,0.0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5637.0,113.0,-101.0,0.0,0.94,0.12,-0.12,0.0,0.81,0.07,-0.04,0.0,-0.3,0.15,-0.15,0.0,[Fe/H],4.4,0.13,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.866,0.092,-0.092,12.234,0.026,-0.026,13.712,0.000192,-0.000192,2017-05-08,2017-08-31 00:00,2017-05-08
